date,none_pct,low_pct,medium_pct,high_pct,total_pixels
2021-02-09,5.829417166315562,92.22276238319014,1.7079889807162532,0.0,726
2021-02-10,5.325437557573364,93.05171733122774,1.5681010659297274,0.0,745
2021-02-14,9.275939055946344,89.08537211930985,1.717904884678979,0.0,2099
2021-02-15,10.62378300049812,88.11234886564327,1.2154145722954308,0.0,1732
2021-02-17,22.87664959826818,74.97273219266471,2.1227259481287204,0.0,942
2021-02-22,0.0,99.15329768270944,0.0,0.0,44
2021-02-24,16.159073232633347,82.19738834991199,1.530557943427893,0.0,958
2021-02-25,24.27854132307128,75.02693787795491,0.7212754260582737,0.0,1070
2021-02-27,25.248689574839833,73.11318190642592,1.629586488060571,0.0,1010
2021-03-02,12.233198622960634,87.41917377638076,0.38167938931297707,0.0,1048
2021-03-09,6.371447455386649,87.98413747521477,2.247191011235955,0.0,89
2021-03-11,17.828054298642535,80.96907993966818,0.0,0.0,104
2021-03-17,15.094255636420288,84.66404041752907,0.7273374730141774,0.0,881
2021-03-19,33.30870641772067,65.95730442347586,0.9095897744763435,0.0,1465
2021-03-26,26.613492854769028,73.10291348177688,0.0,0.0,177
2021-03-27,29.928017718715395,70.14689596768939,0.2016155299329034,0.0,1204
2021-03-31,0.06251172094767769,99.96773204499654,0.0,0.0,6587
2021-04-01,39.29078499851629,60.440777009290315,0.42776598415850625,0.0,1718
2021-04-05,24.40957979165786,75.41534514596636,0.2156721782890007,0.0,1391
2021-04-06,44.46064623032313,55.621099143882915,0.0,0.0,1420
2021-04-08,34.18884748469523,65.76546003016594,0.22934965841540236,0.0,1768
2021-04-10,33.2397992019565,66.88934654824735,0.0,0.0,1828
2021-04-18,0.06514233600416912,100.18739278657203,0.0,0.0,1806
2021-04-20,39.008469205507865,61.14478308463448,0.04897159647404505,0.0,2042
2021-04-21,36.48651960784314,63.72385620915036,0.0,0.0,1920
2021-04-23,26.47534432627765,73.48131150434665,0.05001250312578145,0.0,3999
2021-04-25,18.387292311828364,81.61493959891544,0.012934937265554261,0.0,7731
2021-04-26,16.4821205476101,83.52329614453832,0.0,0.0,13466
2021-04-30,0.0,99.71241830065361,0.0,0.0,255
2021-05-03,5.4444059005236465,94.60389513851035,0.0,0.0,5935
2021-05-05,1.3347425523532443,98.71404976209956,0.0,0.0,5176
2021-05-06,0.682581659638339,99.3365377742835,0.0,0.0,6584
2021-05-08,0.0,100.13605779153767,0.0,0.0,2375
2021-05-10,5.1466166515808,94.74826465244338,0.11898445162638882,0.0,62193
2021-05-11,12.789010214864389,86.95133654260113,0.2805432272709483,0.0,62625
2021-05-13,3.0599818426572334,95.71476275448974,1.2307078233102715,0.0,15032
2021-05-15,15.778440036995175,83.12769983134562,1.1017870923932205,0.002055287226389888,97310
2021-05-16,10.243058212233969,89.2585673235282,0.5003264325630087,0.0010241809113161748,97639
2021-05-23,2.2195935046779223,94.10044090762446,4.0678209126429365,0.14625228519195613,547
2021-05-25,0.7456464889260649,98.88057533089561,0.3772915265541068,0.002604370133083314,76794
2021-05-26,17.59461525015355,81.46837518966204,0.9382692274840079,0.006132681619435183,113631
2021-05-28,17.439457796106602,81.69116389322892,0.8167095337772361,0.06021866216449243,113026
2021-05-30,6.7795208158628935,92.20771530259266,0.856542090185752,0.1652271913941278,110130
2021-05-31,7.876586249854832,90.58875341869724,1.2651333351309084,0.27788748272697783,111261
2021-06-17,0.6022208997469263,44.4818996928251,47.25480749826309,7.668725090877239,114165
2021-06-19,13.443580485588436,16.286772916615217,48.97788768628286,21.296565365053123,111941
2021-06-22,79.70017595791448,20.297137871484626,0.01033935231343008,0.0,114165
2021-06-27,16.5281760231794,16.953817273416618,36.74471503662999,29.78077653344875,114165
2021-07-12,31.1378938121037,65.98452703903804,2.8850640155330733,0.0,114165
2021-07-14,0.0008759251959882626,53.35798976885023,46.647035637274186,0.0017518503919765251,114165
2021-07-15,9.337366024235644,90.66708917176133,0.0031979857155493042,0.0,114165
2021-08-03,0.0,57.313579544018744,42.68443668815279,0.00964379334227576,114063
2021-08-04,10.368876145036037,89.17268865238925,0.46590976424730973,0.00017862003996623393,114165
2021-08-08,0.00273224043715847,98.20358227079551,1.8024536590592524,0.0,109800
2021-08-09,0.0,89.00085617394174,11.006797007770833,0.0,114165
2021-08-18,0.0,25.16295386021097,74.84469932150151,0.0,114165
2021-09-22,0.0010854602428717291,0.010754987406428431,33.20483682458216,66.79097590948089,114165
2021-09-30,0.8776480353362238,21.350014297209377,48.565959685978655,29.21778190942554,81121
2021-10-02,0.7687736458936612,54.97751428801083,41.89244780985865,2.368917504985946,114164
2021-10-15,10.666656302200206,83.95101407667302,5.29815978897946,0.09184990179668026,113510
2021-10-17,23.695908755780497,74.13751244836519,2.1075580337319932,0.06672635642550549,113134
